TA_url,rating,gps,url,type,name,pic,attraction,num_reviews
https://www.tripadvisor.com/Attraction_Review-g32655-d2373538-Reviews-East_West_Players-Los_Angeles_California.html,45,"[('34.050957', '-118.24018')]",http://www.eastwestplayers.org/,Theaters,East West Players,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/a4/2f/d3/photo0jpg.jpg?w=800&h=400&s=1,East_West_Players,8
https://www.tripadvisor.com/Attraction_Review-g32729-d4353283-Reviews-Monrovia_Canyon_Park-Monrovia_California.html,45,"[('34.17144', '-117.99285')]",http://www.ci.monrovia.ca.us/community-life/parks/342-monrovia-canyon-park,Canyons,Monrovia Canyon Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/66/53/cb/imag1090-largejpg.jpg?w=800&h=400&s=1,Monrovia_Canyon_Park,68
https://www.tripadvisor.com/Attraction_Review-g29121-d7043712-Reviews-Hermit_Gulch_Trail_Loop-Avalon_Catalina_Island_California.html,45,"[('33.32692', '-118.3401')]",https://www.tripadvisor.com/Attraction_Review-g29121-d7043712-Reviews-Hermit_Gulch_Trail_Loop-Avalon_Catalina_Island_California.html,Hiking Trails,Hermit Gulch Trail Loop,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c4/e1/4f/photo2jpg.jpg?w=800&h=400&s=1,Hermit_Gulch_Trail_Loop,77
https://www.tripadvisor.com/Attraction_Review-g32655-d9779106-Reviews-Porter_Valley_Winery-Los_Angeles_California.html,30,"[('34.278908', '-118.55414')]",https://www.tripadvisor.com/Attraction_Review-g32655-d9779106-Reviews-Porter_Valley_Winery-Los_Angeles_California.html,Wineries & Vineyards,Porter Valley Winery,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/9a/aa/38/porter-valley-winery.jpg?w=800&h=400&s=1,Porter_Valley_Winery,2
https://www.tripadvisor.com/Attraction_Review-g32859-d631657-Reviews-Eaton_Canyon-Pasadena_California.html,45,"[('34.17711', '-118.09674')]",http://www.ecnca.org/,Nature & Wildlife Areas,Eaton Canyon,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/14/e7/c6/eaton-canyon.jpg?w=800&h=400&s=1,Eaton_Canyon,182
https://www.tripadvisor.com/Attraction_Review-g33112-d8441513-Reviews-American_Millitary_Museum-South_El_Monte_California.html,40,"[('34.05008', '-118.06414')]",http://www.tankland.com/index.html,Military Museums,American Millitary Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/84/9f/27/american-millitary-museum.jpg?w=800&h=400&s=1,American_Millitary_Museum,9
https://www.tripadvisor.com/Attraction_Review-g32648-d17392877-Reviews-USS_Los_Angeles_Memorial-Long_Beach_California.html,50,"[('33.739548', '-118.27965')]",https://www.tripadvisor.com/Attraction_Review-g32648-d17392877-Reviews-USS_Los_Angeles_Memorial-Long_Beach_California.html,Historic Walking Areas,USS Los Angeles Memorial,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5f/e5/dd/shell-and-gun.jpg?w=800&h=400&s=1,USS_Los_Angeles_Memorial,2
https://www.tripadvisor.com/Attraction_Review-g32531-d3498530-Reviews-YouRaceLA-Irwindale_California.html,45,"[('34.10962', '-117.98708')]",http://youracela.com/,Auto Race Tracks,YouRaceLA,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/11/49/af/cars-ready-to-on-track.jpg?w=800&h=400&s=1,YouRaceLA,17
https://www.tripadvisor.com/Attraction_Review-g32648-d16815107-Reviews-Long_Beach_Cruise_Terminal-Long_Beach_California.html,45,"[('33.75049', '-118.1907')]",https://www.visitlongbeach.com/plan-your-trip/cruise-terminal-information/,Points of Interest & Landmarks,Long Beach Cruise Terminal,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/57/3b/5f/a-carnival-ship-docked.jpg?w=800&h=400&s=1,Long_Beach_Cruise_Terminal,33
https://www.tripadvisor.com/Attraction_Review-g32070-d156413-Reviews-Mulholland_Drive-Beverly_Hills_California.html,45,"[('34.12701', '-118.41669')]",http://www.lamountains.com/parks.asp,Scenic Drives,Mulholland Drive,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/30/5e/64/caption.jpg?w=800&h=400&s=1,Mulholland_Drive,870
https://www.tripadvisor.com/Attraction_Review-g32655-d560865-Reviews-KP_Projects-Los_Angeles_California.html,50,"[('34.08294', '-118.34426')]",https://www.tripadvisor.com/Attractions-g32655-Activities-c26-Los_Angeles_California.html,Art Galleries,KP Projects,,KP_Projects,1
https://www.tripadvisor.com/Attraction_Review-g32515-d13795623-Reviews-The_Wrestling_Guy_Store-Huntington_Park_California.html,50,"[('33.985542', '-118.21283')]",http://thewrestlingguystore.com/,Gift & Specialty Shops,The Wrestling Guy Store,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/43/03/2f/getlstd-property-photo.jpg?w=800&h=400&s=1,The_Wrestling_Guy_Store,1
https://www.tripadvisor.com/Attraction_Review-g32655-d127451-Reviews-MAK_Center_for_Art_and_Architecture_Schindler_House-Los_Angeles_California.html,35,"[('34.0864', '-118.37215')]",http://www.makcenter.org/,Architectural Buildings,MAK Center for Art and Architecture -- Schindler House,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/9b/24/c9/mak-center-for-art-and.jpg?w=800&h=400&s=1,MAK_Center_for_Art_and_Architecture_Schindler_House,16
https://www.tripadvisor.com/Attraction_Review-g32432-d4842662-Reviews-Glendora_Mountain_Road-Glendora_California.html,45,"[('34.1807', '-117.84353')]",https://www.tripadvisor.com/Attraction_Review-g32432-d4842662-Reviews-Glendora_Mountain_Road-Glendora_California.html,Points of Interest & Landmarks,Glendora Mountain Road,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/51/84/b8/photo1jpg.jpg?w=800&h=400&s=1,Glendora_Mountain_Road,50
https://www.tripadvisor.com/Attraction_Review-g29125-d4359487-Reviews-Crystal_Lake-Azusa_California.html,40,"[('34.13604', '-117.90767')]",https://www.tripadvisor.com/Attraction_Review-g29125-d4359487-Reviews-Crystal_Lake-Azusa_California.html,Bodies of Water,Crystal Lake,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/27/b4/20/crystal-lake.jpg?w=800&h=400&s=1,Crystal_Lake,23
https://www.tripadvisor.com/Attraction_Review-g32177-d15684801-Reviews-Dignity_Health_Sports_Park-Carson_California.html,35,"[('33.86272', '-118.26588')]",https://www.tripadvisor.com/Attraction_Review-g32177-d15684801-Reviews-Dignity_Health_Sports_Park-Carson_California.html,Sporting Events,Dignity Health Sports Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/0c/d8/f9/20200229-122212-largejpg.jpg?w=800&h=400&s=1,Dignity_Health_Sports_Park,15
https://www.tripadvisor.com/Attraction_Review-g32525-d16670189-Reviews-Escape_Campervans_Los_Angeles-Inglewood_California.html,15,"[('33.94516', '-118.36326')]",http://escapecampervans.com/,Bus Tours,Escape Campervans (Los Angeles),,Escape_Campervans_Los_Angeles,2
https://www.tripadvisor.com/Attraction_Review-g32648-d592047-Reviews-Long_Beach_East_Village_Arts_District-Long_Beach_California.html,40,"[('33.77081', '-118.1848')]",http://eastvillagelongbeach.com/,Neighborhoods,Long Beach East Village Arts District,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/59/f4/3f/long-beach-east-village.jpg?w=800&h=400&s=1,Long_Beach_East_Village_Arts_District,41
https://www.tripadvisor.com/Attraction_Review-g33052-d117412-Reviews-Santa_Monica_State_Beach-Santa_Monica_California.html,45,"[('34.0114', '-118.49491')]",http://www.smgov.net/portals/beach,State Parks,Santa Monica State Beach,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/17/a1/bf/santa-monica-beach.jpg?w=800&h=400&s=1,Santa_Monica_State_Beach,6697
https://www.tripadvisor.com/Attraction_Review-g32272-d276902-Reviews-Govinda-Culver_City_California.html,50,"[('34.02377', '-118.39607')]",https://www.tripadvisor.com/Attraction_Review-g32272-d276902-Reviews-Govinda-Culver_City_California.html,Gift & Specialty Shops,Govinda,,Govinda,6
https://www.tripadvisor.com/Attraction_Review-g32431-d12111011-Reviews-Griffith_Park_Dog_Park-Glendale_California.html,45,"[('34.16131', '-118.28077')]",http://www.laparks.org/dogpark/griffith,Parks,Griffith Park Dog Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5f/ae/db/griffith-park-dog-park.jpg?w=800&h=400&s=1,Griffith_Park_Dog_Park,2
https://www.tripadvisor.com/Attraction_Review-g32215-d11962893-Reviews-Claremont_Farmers_and_Artisans_Market-Claremont_California.html,45,"[('34.09579', '-117.71829')]",http://www.thevillageclaremont.com/market.html,Farmers Markets,Claremont Farmers and Artisans Market,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/0d/12/f8/getlstd-property-photo.jpg?w=800&h=400&s=1,Claremont_Farmers_and_Artisans_Market,11
https://www.tripadvisor.com/Attraction_Review-g32911-d2634489-Reviews-American_Museum_of_Ceramic_Art-Pomona_California.html,45,"[('34.061214', '-117.75099')]",http://www.amoca.org/,Art Museums,American Museum of Ceramic Art,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/17/87/49/dirk-staschke-s-exhibition.jpg?w=800&h=400&s=1,American_Museum_of_Ceramic_Art,33
https://www.tripadvisor.com/Attraction_Review-g32215-d2013831-Reviews-Rancho_Santa_Ana_Botanic_Garden-Claremont_California.html,45,"[('34.11095', '-117.71466')]",http://www.rsabg.org/,Gardens,Rancho Santa Ana Botanic Garden,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/6a/8a/d2/filename-146-jpg-thumbnail0.jpg?w=800&h=400&s=1,Rancho_Santa_Ana_Botanic_Garden,189
https://www.tripadvisor.com/Attraction_Review-g32655-d144152-Reviews-Hollywood_Sign-Los_Angeles_California.html,40,"[('34.134113', '-118.32154')]",http://www.visitcalifornia.com/attraction/hollywood-sign,Points of Interest & Landmarks,Hollywood Sign,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/23/bc/50/hollywood-sign.jpg?w=800&h=400&s=1,Hollywood_Sign,7648
https://www.tripadvisor.com/Attraction_Review-g32859-d106323-Reviews-Jet_Propulsion_Laboratory-Pasadena_California.html,45,"[('34.199368', '-118.17505')]",http://www.jpl.nasa.gov/,Science Museums,Jet Propulsion Laboratory,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/a7/d0/25/4-of-these-around-the.jpg?w=800&h=400&s=1,Jet_Propulsion_Laboratory,163
https://www.tripadvisor.com/Attraction_Review-g1052868-d4607477-Reviews-Tuna_Canyon_Park-Topanga_California.html,45,"[('34.06682', '-118.61712')]",https://www.tripadvisor.com/Attraction_Review-g1052868-d4607477-Reviews-Tuna_Canyon_Park-Topanga_California.html,Canyons,Tuna Canyon Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/7c/ea/28/view-from-tuna-canyon.jpg?w=800&h=400&s=1,Tuna_Canyon_Park,8
https://www.tripadvisor.com/Attraction_Review-g32431-d4572743-Reviews-The_Parish_Church_of_St_Mark-Glendale_California.html,50,"[('34.1609', '-118.25502')]",http://stmarksglendale.org/,Churches & Cathedrals,The Parish Church of St. Mark,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/46/20/98/the-parish-church-of.jpg?w=800&h=400&s=1,The_Parish_Church_of_St_Mark,8
https://www.tripadvisor.com/Attraction_Review-g32123-d19399631-Reviews-Spirit_of_Burbank-Burbank_California.html,50,"[('34.17158', '-118.32022')]",https://www.tripadvisor.com/Attraction_Review-g32123-d19399631-Reviews-Spirit_of_Burbank-Burbank_California.html,Points of Interest & Landmarks,Spirit of Burbank,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/ff/a9/f7/in-1995-merged-with-martin.jpg?w=800&h=400&s=1,Spirit_of_Burbank,2
https://www.tripadvisor.com/Attraction_Review-g32341-d2486962-Reviews-Automobile_Driving_Museum-El_Segundo_California.html,45,"[('33.924683', '-118.39251')]",http://www.automobiledrivingmuseum.org/,Specialty Museums,Automobile Driving Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/57/21/3c/filename-1904-schach.jpg?w=800&h=400&s=1,Automobile_Driving_Museum,159
https://www.tripadvisor.com/Attraction_Review-g32655-d3198464-Reviews-Point_Fermin_Lighthouse-Los_Angeles_California.html,45,"[('33.71099', '-118.30004')]",http://www.sanpedro.com/sp_point/ptfmlths.htm,Lighthouses,Point Fermin Lighthouse,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/aa/83/94/point-fermin-lighthouse.jpg?w=800&h=400&s=1,Point_Fermin_Lighthouse,50
https://www.tripadvisor.com/Attraction_Review-g32655-d9758331-Reviews-Ford_Theatres-Los_Angeles_California.html,45,"[('34.113865', '-118.33456')]",http://www.fordtheatres.org/,Theaters,Ford Theatres,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/06/fe/a1/getlstd-property-photo.jpg?w=800&h=400&s=1,Ford_Theatres,16
https://www.tripadvisor.com/Attraction_Review-g33091-d12371352-Reviews-MotoQuest-Signal_Hill_California.html,40,"[('33.80776', '-118.16512')]",https://www.motoquest.com/,Gear Rentals,MotoQuest,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ea/fe/8d/the-ride-to-san-francisco.jpg?w=800&h=400&s=1,MotoQuest,6
https://www.tripadvisor.com/Attraction_Review-g33047-d3767636-Reviews-Robinson_Ranch_Golf_Club-Santa_Clarita_California.html,40,"[('34.41139', '-118.41538')]",https://www.tripadvisor.com/Attraction_Review-g33047-d3767636-Reviews-Robinson_Ranch_Golf_Club-Santa_Clarita_California.html,Golf Courses,Robinson Ranch Golf Club,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/63/ac/3d/club-overlooking-the.jpg?w=800&h=400&s=1,Robinson_Ranch_Golf_Club,8
https://www.tripadvisor.com/Attraction_Review-g32655-d6485228-Reviews-America_Tropical_Interpretive_Center-Los_Angeles_California.html,35,"[('34.057903', '-118.23781')]",http://americatropical.org/,Specialty Museums,America Tropical Interpretive Center,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/54/5a/7f/america-tropical-interpretive.jpg?w=800&h=400&s=1,America_Tropical_Interpretive_Center,6
https://www.tripadvisor.com/Attraction_Review-g33052-d4721520-Reviews-Dial_Jones_Tennis_Academy-Santa_Monica_California.html,50,"[('33.999096', '-118.48377')]",http://dialjonestennis.com/,Sports Camps & Clinics,Dial Jones Tennis Academy,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/d3/6a/a8/dial-jones-tennis.jpg?w=800&h=400&s=1,Dial_Jones_Tennis_Academy,27
https://www.tripadvisor.com/Attraction_Review-g32623-d8179083-Reviews-Villa_Del_Sol_Sweet_Cherry_Farms-Leona_Valley_California.html,50,"[('34.60764', '-118.25505')]",http://www.upickcherries.com/,Farms,Villa Del Sol Sweet Cherry Farms,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/79/67/82/photo6jpg.jpg?w=800&h=400&s=1,Villa_Del_Sol_Sweet_Cherry_Farms,5
https://www.tripadvisor.com/Attraction_Review-g33182-d4317960-Reviews-Western_Museum_of_Flight-Torrance_California.html,40,"[('33.79972', '-118.34114')]",http://www.wmof.com/,Specialty Museums,Western Museum of Flight,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/4b/4d/a9/western-museum-of-flight.jpg?w=800&h=400&s=1,Western_Museum_of_Flight,49
https://www.tripadvisor.com/Attraction_Review-g32196-d7225956-Reviews-Cerritos_Farmers_Market-Cerritos_California.html,45,"[('33.86676', '-118.0623')]",http://www.goodveg.org/CERR.html,Farmers Markets,Cerritos Farmers Market,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ae/05/cf/information-stall.jpg?w=800&h=400&s=1,Cerritos_Farmers_Market,3
https://www.tripadvisor.com/Attraction_Review-g32655-d560825-Reviews-Herald_Examiner_Building-Los_Angeles_California.html,40,"[('34.03931', '-118.25966')]",https://www.tripadvisor.com/Attraction_Review-g32655-d560825-Reviews-Herald_Examiner_Building-Los_Angeles_California.html,Architectural Buildings,Herald Examiner Building,,Herald_Examiner_Building,1
https://www.tripadvisor.com/Attraction_Review-g32655-d12147340-Reviews-St_James_in_the_City-Los_Angeles_California.html,45,"[('34.06116', '-118.31316')]",http://stjla.org/,Points of Interest & Landmarks,St. James in the City,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/bd/06/5a/nave.jpg?w=800&h=400&s=1,St_James_in_the_City,2
https://www.tripadvisor.com/Attraction_Review-g32196-d5123761-Reviews-Cerritos_Astor_Classics-Cerritos_California.html,45,"[('33.88182', '-118.05795')]",https://www.tripadvisor.com/Attraction_Review-g32196-d5123761-Reviews-Cerritos_Astor_Classics-Cerritos_California.html,Specialty Museums,Cerritos-Astor Classics,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/65/b8/3e/just-a-glimpse-of-the.jpg?w=800&h=400&s=1,Cerritos_Astor_Classics,13
https://www.tripadvisor.com/Attraction_Review-g29065-d4096910-Reviews-Shambala_Preserve-Acton_California.html,50,"[('34.44028', '-118.25254')]",http://www.shambala.org/,Nature & Wildlife Areas,Shambala Preserve,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/25/54/cc/shambala-preserve.jpg?w=800&h=400&s=1,Shambala_Preserve,21
https://www.tripadvisor.com/Attraction_Review-g29121-d10455632-Reviews-Catalina_Island_Museum-Avalon_Catalina_Island_California.html,45,"[('33.34344', '-118.32795')]",http://www.catalinamuseum.org/,Art Museums,Catalina Island Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/75/c3/68/facade-of-the-new-catalina.jpg?w=800&h=400&s=1,Catalina_Island_Museum,240
https://www.tripadvisor.com/Attraction_Review-g33013-d10045820-Reviews-Horse_Thief_Canyon_Park-San_Dimas_California.html,40,"[('34.12745', '-117.79979')]",https://www.tripadvisor.com/Attraction_Review-g33013-d10045820-Reviews-Horse_Thief_Canyon_Park-San_Dimas_California.html,Parks,Horse Thief Canyon Park,,Horse_Thief_Canyon_Park,9
https://www.tripadvisor.com/Attraction_Review-g32655-d13223840-Reviews-Museum_of_Failure-Los_Angeles_California.html,25,"[('34.10262', '-118.33951')]",http://www.failuremuseum.com/,Specialty Museums,Museum of Failure,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/40/d4/27/strange-products-and.jpg?w=800&h=400&s=1,Museum_of_Failure,7
https://www.tripadvisor.com/Attraction_Review-g32655-d15677389-Reviews-Declaration_Sculpture-Los_Angeles_California.html,40,"[('33.98685', '-118.47362')]",http://www.atlasobscura.com/places/declaration-sculpture,Points of Interest & Landmarks,Declaration Sculpture,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/10/8f/5c/declaration-sculptura.jpg?w=800&h=400&s=1,Declaration_Sculpture,2
https://www.tripadvisor.com/Attraction_Review-g33052-d283614-Reviews-Santa_Monica_Playhouse-Santa_Monica_California.html,45,"[('34.01898', '-118.49762')]",http://www.santamonicaplayhouse.com/,Theaters,Santa Monica Playhouse,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/61/b5/c7/santa-monica-playhouse.jpg?w=800&h=400&s=1,Santa_Monica_Playhouse,19
https://www.tripadvisor.com/Attraction_Review-g32655-d19595051-Reviews-Ennis_House-Los_Angeles_California.html,50,"[('34.11638', '-118.29304')]",http://www.laconservancy.org/locations/ennis-house,Points of Interest & Landmarks,Ennis House,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/37/53/dc/delightful.jpg?w=800&h=400&s=1,Ennis_House,1
https://www.tripadvisor.com/Attraction_Review-g32136-d13540303-Reviews-Calabasas_Creek_Park-Calabasas_California.html,40,"[('34.15766', '-118.63982')]",https://www.facebook.com/calabasascreekpark/,Parks,Calabasas Creek Park,,Calabasas_Creek_Park,1
https://www.tripadvisor.com/Attraction_Review-g32655-d15657656-Reviews-Twentieth_Church_of_Christ-Los_Angeles_California.html,35,"[('33.99196', '-118.47429')]",http://20csvenice.com/,Points of Interest & Landmarks,Twentieth Church of Christ,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/10/94/95/la-chiesa.jpg?w=800&h=400&s=1,Twentieth_Church_of_Christ,2
https://www.tripadvisor.com/Attraction_Review-g32260-d5833505-Reviews-Bishamon_Karaoke_Lounge_2F-Covina_California.html,30,"[('34.08716', '-117.89045')]",http://www.bishamon-ten.com/,Bars & Clubs,Bishamon Karaoke Lounge 2F,,Bishamon_Karaoke_Lounge_2F,2
https://www.tripadvisor.com/Attraction_Review-g32655-d1231268-Reviews-Downtown_Historic_District-Los_Angeles_California.html,35,"[('34.04759', '-118.250084')]",https://www.tripadvisor.com/Attraction_Review-g32655-d1231268-Reviews-Downtown_Historic_District-Los_Angeles_California.html,Historic Walking Areas,Downtown Historic District,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/71/27/44/rooftop-skyline.jpg?w=800&h=400&s=1,Downtown_Historic_District,239
https://www.tripadvisor.com/Attraction_Review-g32468-d11766759-Reviews-Hacienda_Heights_Library-Hacienda_Heights_California.html,40,"[('34.00284', '-117.96126')]",https://www.tripadvisor.com/Attraction_Review-g32468-d11766759-Reviews-Hacienda_Heights_Library-Hacienda_Heights_California.html,Libraries,Hacienda Heights Library,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/18/ae/b3/caption.jpg?w=800&h=400&s=1,Hacienda_Heights_Library,1
https://www.tripadvisor.com/Attraction_Review-g32655-d271990-Reviews-Blacker_House-Los_Angeles_California.html,50,"[('34.12697', '-118.13353')]",https://www.tripadvisor.com/Attraction_Review-g32655-d271990-Reviews-Blacker_House-Los_Angeles_California.html,Historic Sites,Blacker House,,Blacker_House,1
https://www.tripadvisor.com/Attraction_Review-g32655-d7245980-Reviews-Hollywoodland_Antiques_Fine_Time_Pieces-Los_Angeles_California.html,50,"[('34.119907', '-118.32122')]",https://www.tripadvisor.com/Attractions-g32655-Activities-c26-Los_Angeles_California.html,Antique Stores,Hollywoodland Antiques & Fine Time Pieces,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/f1/57/ab/caption.jpg?w=800&h=400&s=1,Hollywoodland_Antiques_Fine_Time_Pieces,1
https://www.tripadvisor.com/Attraction_Review-g32586-d10241446-Reviews-La_Verne_United_Methodist_Church-La_Verne_California.html,45,"[('34.10887', '-117.76699')]",http://www.laverneumc.org/,Sacred & Religious Sites,La Verne United Methodist Church,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/14/37/3e/the-graduale-filming.jpg?w=800&h=400&s=1,La_Verne_United_Methodist_Church,4
https://www.tripadvisor.com/Attraction_Review-g32655-d11998596-Reviews-Koyasan_Buddhist_Temple-Los_Angeles_California.html,35,"[('34.0494', '-118.23991')]",https://www.tripadvisor.com/Attraction_Review-g32655-d11998596-Reviews-Koyasan_Buddhist_Temple-Los_Angeles_California.html,Points of Interest & Landmarks,Koyasan Buddhist Temple,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/d4/16/b4/koyasan-buddhist-temple.jpg?w=800&h=400&s=1,Koyasan_Buddhist_Temple,3
https://www.tripadvisor.com/Attraction_Review-g32648-d14257942-Reviews-Historical_Society_of_Long_Beach-Long_Beach_California.html,50,"[('33.83365', '-118.1849')]",http://www.hslb.org/,Specialty Museums,Historical Society of Long Beach,,Historical_Society_of_Long_Beach,3
